time,id,pos,sugar,age,vision,metabolism,sex,culture,children,loans_given,loans_owed,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner,chose_not_to_attack,chose_not_to_borrow,chose_not_to_lend,chose_not_to_reproduce,chose_not_to_spread_culture,traits
0,1,"(2, 21)",9.0,0,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.83, conscientiousness = 4.27, extraversion = 3.76, agreeableness = 4.93, neuroticism = 3.06)"
0,2,"(10, 47)",6.0,0,6,1,male,"Bool[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.8, conscientiousness = 3.94, extraversion = 3.82, agreeableness = 4.03, neuroticism = 2.87)"
0,3,"(30, 6)",14.0,0,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.14, conscientiousness = 5.0, extraversion = 3.86, agreeableness = 4.58, neuroticism = 1.86)"
0,4,"(9, 13)",16.0,0,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.24, conscientiousness = 3.93, extraversion = 3.31, agreeableness = 3.48, neuroticism = 2.09)"
0,5,"(3, 34)",22.0,0,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.24, conscientiousness = 2.77, extraversion = 2.93, agreeableness = 3.77, neuroticism = 2.86)"
0,6,"(26, 27)",11.0,0,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.72, conscientiousness = 3.6, extraversion = 2.78, agreeableness = 3.96, neuroticism = 1.21)"
0,7,"(9, 40)",8.0,0,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.78, conscientiousness = 3.51, extraversion = 2.08, agreeableness = 3.46, neuroticism = 4.11)"
0,8,"(33, 22)",15.0,0,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.14, conscientiousness = 3.27, extraversion = 4.37, agreeableness = 4.88, neuroticism = 2.82)"
0,9,"(13, 19)",13.0,0,2,4,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.03, conscientiousness = 3.52, extraversion = 3.1, agreeableness = 3.76, neuroticism = 4.4)"
0,10,"(39, 45)",14.0,0,6,1,male,"Bool[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.51, conscientiousness = 3.82, extraversion = 3.77, agreeableness = 4.26, neuroticism = 3.36)"
0,11,"(35, 1)",8.0,0,2,2,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.43, conscientiousness = 3.7, extraversion = 5.0, agreeableness = 5.0, neuroticism = 2.38)"
0,12,"(21, 9)",8.0,0,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 2.87, conscientiousness = 3.91, extraversion = 3.14, agreeableness = 3.34, neuroticism = 3.56)"
0,13,"(17, 26)",14.0,0,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.12, conscientiousness = 3.07, extraversion = 3.21, agreeableness = 1.95, neuroticism = 2.72)"
0,14,"(13, 40)",10.0,0,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.44, conscientiousness = 3.11, extraversion = 1.95, agreeableness = 2.21, neuroticism = 2.93)"
0,15,"(28, 20)",5.0,0,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.77, conscientiousness = 3.82, extraversion = 3.32, agreeableness = 4.17, neuroticism = 1.73)"
0,16,"(38, 38)",11.0,0,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.59, conscientiousness = 2.73, extraversion = 1.75, agreeableness = 3.96, neuroticism = 4.54)"
0,17,"(13, 44)",22.0,0,1,2,male,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.86, conscientiousness = 3.36, extraversion = 3.08, agreeableness = 4.6, neuroticism = 4.11)"
0,18,"(50, 21)",11.0,0,5,4,female,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.46, conscientiousness = 3.08, extraversion = 3.27, agreeableness = 3.93, neuroticism = 3.57)"
0,19,"(48, 27)",22.0,0,4,2,female,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.89, conscientiousness = 3.5, extraversion = 2.81, agreeableness = 4.09, neuroticism = 1.39)"
0,20,"(13, 9)",14.0,0,4,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 5.0, conscientiousness = 3.83, extraversion = 3.15, agreeableness = 3.73, neuroticism = 1.23)"
0,21,"(6, 20)",24.0,0,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.37, conscientiousness = 4.33, extraversion = 2.56, agreeableness = 4.03, neuroticism = 2.81)"
0,22,"(20, 18)",25.0,0,1,3,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.22, conscientiousness = 3.39, extraversion = 3.73, agreeableness = 4.73, neuroticism = 1.53)"
0,23,"(31, 2)",23.0,0,2,1,male,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.82, conscientiousness = 3.36, extraversion = 3.42, agreeableness = 4.12, neuroticism = 3.75)"
0,24,"(12, 50)",14.0,0,6,2,female,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.03, conscientiousness = 3.64, extraversion = 2.95, agreeableness = 3.29, neuroticism = 2.63)"
0,25,"(10, 9)",18.0,0,2,3,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.05, conscientiousness = 3.85, extraversion = 4.22, agreeableness = 3.45, neuroticism = 2.87)"
