time,id,pos,sugar,age,vision,metabolism,sex,culture,children,loans_given,loans_owed,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner,chose_not_to_attack,chose_not_to_borrow,chose_not_to_lend,chose_not_to_reproduce,chose_not_to_spread_culture,traits
0,1,"(2, 21)",9.0,0,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 5.0, conscientiousness = 4.93, extraversion = 3.33, agreeableness = 3.0, neuroticism = 2.93)"
0,2,"(10, 47)",6.0,0,6,1,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.25, conscientiousness = 3.72, extraversion = 4.57, agreeableness = 4.07, neuroticism = 1.45)"
0,3,"(30, 6)",14.0,0,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.19, conscientiousness = 4.89, extraversion = 3.65, agreeableness = 2.53, neuroticism = 4.47)"
0,4,"(9, 13)",16.0,0,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 2.68, conscientiousness = 2.76, extraversion = 4.83, agreeableness = 4.39, neuroticism = 1.42)"
0,5,"(3, 34)",22.0,0,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.74, conscientiousness = 3.55, extraversion = 3.41, agreeableness = 3.14, neuroticism = 2.59)"
0,6,"(26, 27)",11.0,0,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.02, conscientiousness = 3.99, extraversion = 4.22, agreeableness = 3.57, neuroticism = 2.86)"
0,7,"(9, 40)",8.0,0,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 3.47, conscientiousness = 2.62, extraversion = 1.36, agreeableness = 3.21, neuroticism = 3.68)"
0,8,"(33, 22)",15.0,0,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.13, conscientiousness = 1.91, extraversion = 2.46, agreeableness = 4.12, neuroticism = 2.89)"
0,9,"(13, 19)",13.0,0,2,4,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 4.26, conscientiousness = 3.28, extraversion = 2.62, agreeableness = 5.0, neuroticism = 3.38)"
0,10,"(39, 45)",14.0,0,6,1,male,"Bool[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],Int64[],false,false,false,false,false,"(openness = 2.3, conscientiousness = 4.12, extraversion = 2.45, agreeableness = 3.17, neuroticism = 3.08)"
