time,nagents,#153,#154,#155,#156,#157,#158,#159,#160,#161,#162,#163,#164,#165,#166,#167,#168,#169,#170,#171,#172
0,50,0,0,0,0.23110204081632646,"Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0.0,0.0,3.884297118205747,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0,0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)"
1,50,0,0,0,0.2621669106881406,"Dict(:p25 => 8.25, :p75 => 19.75, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.0)",11.685195658480392,1.0,0.0,3.884297118205747,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 8.25, :p75 => 19.75, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.0)",11.685195658480392,0,0,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 2)"
2,49,0,0,1,0.29966093020280216,"Dict(:p25 => 8.0, :p75 => 19.0, :p50 => 12.0, :p90 => 23.200000000000003, :p99 => 26.039999999999992, :p95 => 24.0)",9.338484704386241,2.0,0.0,3.8918202981106305,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,31,18,"Dict(""blue_proportion"" => 0.3673469387755102, ""red_proportion"" => 0.6326530612244898)","Dict(:p25 => 8.0, :p75 => 19.0, :p50 => 12.0, :p90 => 23.200000000000003, :p99 => 26.039999999999992, :p95 => 24.0)",9.338484704386241,0,1,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 4)"
3,47,0,0,3,0.3351152334761214,"Dict(:p25 => 7.5, :p75 => 18.0, :p50 => 11.0, :p90 => 23.80000000000001, :p99 => 28.08, :p95 => 26.0)",6.619588069232136,3.0,0.0,3.8501476017100575,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,31,16,"Dict(""blue_proportion"" => 0.3404255319148936, ""red_proportion"" => 0.6595744680851063)","Dict(:p25 => 7.5, :p75 => 18.0, :p50 => 11.0, :p90 => 23.80000000000001, :p99 => 28.08, :p95 => 26.0)",6.619588069232136,0,3,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)"
4,44,0,0,6,0.3554325639817868,"Dict(:p25 => 6.75, :p75 => 18.5, :p50 => 11.5, :p90 => 26.400000000000006, :p99 => 30.14, :p95 => 28.0)",4.433995247987574,4.0,0.0,3.7841896339182655,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,30,14,"Dict(""blue_proportion"" => 0.3181818181818182, ""red_proportion"" => 0.6818181818181818)","Dict(:p25 => 6.75, :p75 => 18.5, :p50 => 11.5, :p90 => 26.400000000000006, :p99 => 30.14, :p95 => 28.0)",4.433995247987574,0,6,"Dict{String, Real}(""red_transmission_rate"" => 0.4, ""blue_transmission_rate"" => 0.6, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 5)"
5,40,0,0,10,0.35192982456140354,"Dict(:p25 => 7.75, :p75 => 20.0, :p50 => 12.5, :p90 => 29.1, :p99 => 32.22, :p95 => 30.049999999999997)",3.545742482678269,5.0,0.0,3.6888794541139402,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,28,12,"Dict(""blue_proportion"" => 0.3, ""red_proportion"" => 0.7)","Dict(:p25 => 7.75, :p75 => 20.0, :p50 => 12.5, :p90 => 29.1, :p99 => 32.22, :p95 => 30.049999999999997)",3.545742482678269,0,10,"Dict{String, Real}(""red_transmission_rate"" => 0.5714285714285714, ""blue_transmission_rate"" => 0.42857142857142855, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 7)"
6,36,0,0,14,0.33933801991798496,"Dict(:p25 => 8.0, :p75 => 21.25, :p50 => 13.0, :p90 => 32.0, :p99 => 34.3, :p95 => 32.25)",3.8573283276187653,6.0,0.0,3.583518938456111,"Dict{String, Real}(""unique_cultures"" => 36, ""max_possible"" => 2048, ""diversity_ratio"" => 0.017578125)",0.0,0.0,23,13,"Dict(""blue_proportion"" => 0.3611111111111111, ""red_proportion"" => 0.6388888888888888)","Dict(:p25 => 8.0, :p75 => 21.25, :p50 => 13.0, :p90 => 32.0, :p99 => 34.3, :p95 => 32.25)",3.8573283276187653,0,14,"Dict{String, Real}(""red_transmission_rate"" => 0.6, ""blue_transmission_rate"" => 0.4, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 3, ""total_transmissions"" => 5)"
7,35,0,0,15,0.362432031636184,"Dict(:p25 => 8.0, :p75 => 23.5, :p50 => 16.0, :p90 => 34.0, :p99 => 36.31999999999999, :p95 => 34.3)",3.57424945044719,7.0,0.0,3.5553480614894135,"Dict{String, Real}(""unique_cultures"" => 35, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01708984375)",0.0,0.0,22,13,"Dict(""blue_proportion"" => 0.37142857142857144, ""red_proportion"" => 0.6285714285714286)","Dict(:p25 => 8.0, :p75 => 23.5, :p50 => 16.0, :p90 => 34.0, :p99 => 36.31999999999999, :p95 => 34.3)",3.57424945044719,0,15,"Dict{String, Real}(""red_transmission_rate"" => 0.3333333333333333, ""blue_transmission_rate"" => 0.6666666666666666, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 6)"
8,33,0,0,17,0.36692347200821773,"Dict(:p25 => 7.0, :p75 => 26.0, :p50 => 17.0, :p90 => 36.8, :p99 => 38.36, :p95 => 37.0)",19.7958379303113,8.0,0.0,3.4965075614664793,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,21,12,"Dict(""blue_proportion"" => 0.36363636363636365, ""red_proportion"" => 0.6363636363636364)","Dict(:p25 => 7.0, :p75 => 26.0, :p50 => 17.0, :p90 => 36.8, :p99 => 38.36, :p95 => 37.0)",19.7958379303113,0,17,"Dict{String, Real}(""red_transmission_rate"" => 0.6, ""blue_transmission_rate"" => 0.4, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 3, ""total_transmissions"" => 5)"
9,32,0,0,18,0.37582236842105265,"Dict(:p25 => 8.25, :p75 => 27.25, :p50 => 18.0, :p90 => 38.9, :p99 => 40.69, :p95 => 40.0)",12.634662110611412,9.0,0.0,3.4657359027997248,"Dict{String, Real}(""unique_cultures"" => 32, ""max_possible"" => 2048, ""diversity_ratio"" => 0.015625)",0.0,0.0,21,11,"Dict(""blue_proportion"" => 0.34375, ""red_proportion"" => 0.65625)","Dict(:p25 => 8.25, :p75 => 27.25, :p50 => 18.0, :p90 => 38.9, :p99 => 40.69, :p95 => 40.0)",12.634662110611412,0,18,"Dict{String, Real}(""red_transmission_rate"" => 0.6666666666666666, ""blue_transmission_rate"" => 0.3333333333333333, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 3)"
