time,id,pos,sugar,age,vision,metabolism,sex,children,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner
0,1,"(2, 21)",9.0,0,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,2,"(10, 47)",6.0,0,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,3,"(30, 6)",14.0,0,1,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,4,"(9, 13)",16.0,0,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,5,"(3, 34)",22.0,0,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,6,"(26, 27)",11.0,0,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,7,"(9, 40)",8.0,0,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,8,"(33, 22)",15.0,0,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,9,"(13, 19)",13.0,0,2,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,10,"(39, 45)",14.0,0,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,11,"(35, 1)",8.0,0,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,12,"(21, 9)",8.0,0,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,13,"(17, 26)",14.0,0,6,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,14,"(13, 40)",10.0,0,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,15,"(28, 20)",5.0,0,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,16,"(38, 38)",11.0,0,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,17,"(13, 44)",22.0,0,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,18,"(50, 21)",11.0,0,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,19,"(48, 27)",22.0,0,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,20,"(13, 9)",14.0,0,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,21,"(6, 20)",24.0,0,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,22,"(20, 18)",25.0,0,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,23,"(31, 2)",23.0,0,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,24,"(12, 50)",14.0,0,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,25,"(10, 9)",18.0,0,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,26,"(44, 18)",19.0,0,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,27,"(37, 1)",25.0,0,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,28,"(26, 19)",5.0,0,2,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,29,"(43, 15)",14.0,0,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,30,"(17, 36)",19.0,0,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,31,"(19, 39)",20.0,0,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,32,"(25, 41)",16.0,0,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,33,"(26, 2)",7.0,0,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,34,"(5, 33)",24.0,0,1,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,35,"(31, 50)",13.0,0,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,36,"(43, 42)",6.0,0,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,37,"(24, 8)",5.0,0,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,38,"(38, 17)",17.0,0,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,39,"(9, 24)",15.0,0,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,40,"(19, 35)",21.0,0,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,41,"(2, 18)",6.0,0,1,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,42,"(23, 13)",16.0,0,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,43,"(48, 9)",10.0,0,3,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,44,"(10, 1)",18.0,0,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,45,"(44, 32)",14.0,0,6,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,46,"(23, 40)",21.0,0,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,47,"(5, 12)",11.0,0,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,48,"(44, 33)",18.0,0,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,49,"(6, 24)",13.0,0,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
0,50,"(14, 21)",25.0,0,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,2,"(11, 46)",8.0,1,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,3,"(30, 6)",13.0,1,1,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,4,"(5, 12)",25.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],[47]
1,5,"(5, 35)",23.0,1,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,6,"(24, 28)",10.0,1,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,7,"(9, 40)",10.0,1,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,8,"(33, 21)",14.0,1,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,10,"(39, 45)",13.0,1,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,11,"(35, 3)",9.0,1,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,12,"(24, 9)",8.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,13,"(17, 29)",12.0,1,6,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,14,"(13, 40)",12.0,1,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,15,"(27, 18)",6.0,1,4,2,female,Int64[],false,0.0,Int64[],Int64[],[28]
1,16,"(38, 38)",8.0,1,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,17,"(13, 44)",23.0,1,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,18,"(2, 21)",14.0,1,5,4,female,Int64[],false,0.0,Int64[],Int64[],[1]
1,19,"(48, 27)",20.0,1,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,20,"(13, 9)",13.0,1,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,21,"(6, 20)",23.0,1,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,22,"(20, 18)",22.0,1,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,23,"(31, 4)",25.0,1,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,24,"(13, 47)",15.0,1,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,25,"(10, 9)",15.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,26,"(44, 17)",18.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,27,"(37, 1)",24.0,1,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,29,"(41, 14)",13.0,1,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,31,"(18, 39)",22.0,1,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,32,"(25, 41)",14.0,1,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,33,"(27, 2)",5.0,1,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,34,"(6, 33)",22.0,1,1,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,35,"(31, 50)",11.0,1,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,36,"(43, 42)",5.0,1,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,37,"(28, 8)",5.0,1,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,38,"(38, 16)",19.0,1,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,39,"(9, 24)",14.0,1,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,40,"(17, 36)",39.0,1,5,4,female,Int64[],false,0.0,Int64[],Int64[],[30]
1,41,"(2, 18)",3.0,1,1,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,42,"(24, 13)",17.0,1,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,43,"(46, 9)",8.0,1,3,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,44,"(10, 1)",15.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,46,"(22, 40)",22.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,48,"(44, 32)",25.0,1,5,4,female,Int64[],false,0.0,Int64[],Int64[],[45]
1,49,"(6, 24)",12.0,1,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
1,50,"(13, 19)",36.0,1,5,2,female,Int64[],false,0.0,Int64[],Int64[],[9]
2,2,"(13, 42)",11.0,2,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,3,"(29, 6)",12.0,2,1,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,4,"(5, 12)",23.0,2,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,5,"(7, 33)",42.0,2,6,1,female,Int64[],false,0.0,Int64[],Int64[],[34]
2,6,"(24, 28)",9.0,2,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,7,"(9, 39)",12.0,2,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,8,"(33, 17)",14.0,2,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,10,"(39, 45)",12.0,2,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,11,"(34, 3)",10.0,2,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,12,"(28, 9)",9.0,2,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,13,"(17, 33)",11.0,2,6,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,15,"(27, 17)",6.0,2,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,16,"(38, 38)",5.0,2,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,17,"(13, 43)",24.0,2,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,18,"(2, 18)",13.0,2,5,4,female,Int64[],false,0.0,Int64[],Int64[],[41]
2,19,"(48, 27)",18.0,2,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,20,"(13, 9)",12.0,2,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,21,"(6, 20)",22.0,2,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,22,"(20, 18)",19.0,2,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,23,"(32, 4)",27.0,2,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,24,"(14, 43)",17.0,2,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,25,"(10, 9)",12.0,2,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,26,"(44, 16)",17.0,2,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,27,"(36, 1)",23.0,2,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,29,"(41, 13)",12.0,2,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,31,"(13, 39)",34.0,2,5,2,female,Int64[],false,0.0,Int64[],Int64[],[14]
2,32,"(25, 40)",12.0,2,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,33,"(28, 2)",3.0,2,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,35,"(31, 50)",9.0,2,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,36,"(43, 42)",4.0,2,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,37,"(32, 9)",6.0,2,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,38,"(38, 15)",21.0,2,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,39,"(9, 24)",13.0,2,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,40,"(16, 37)",39.0,2,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,42,"(24, 12)",18.0,2,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,43,"(46, 8)",6.0,2,3,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,44,"(10, 1)",12.0,2,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,46,"(18, 40)",24.0,2,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,48,"(44, 32)",21.0,2,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,49,"(6, 24)",11.0,2,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
2,50,"(13, 19)",34.0,2,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,3,"(29, 7)",11.0,3,1,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,4,"(5, 12)",21.0,3,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,5,"(10, 35)",44.0,3,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,6,"(24, 28)",8.0,3,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,7,"(9, 38)",14.0,3,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,8,"(33, 16)",14.0,3,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,10,"(39, 45)",11.0,3,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,12,"(32, 9)",14.0,3,6,2,male,Int64[],false,0.0,Int64[],Int64[],[37]
3,15,"(26, 17)",6.0,3,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,16,"(38, 38)",2.0,3,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,17,"(13, 42)",34.0,3,1,2,male,Int64[],false,0.0,Int64[],Int64[],[2]
3,18,"(2, 18)",9.0,3,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
